StudentID,Student_Name,Have_Speaking_Skill?,Have_Leadership_Skill?,Average_Extracurricular_Activity_Marks,Average_Subject_Marks,Average_Group_Work_Marks,Favourite_Sports,Favourite_Hobby,Have_Presentation_Skill?,Gender,Friends,Favourite_Subject,Is_Social?,Average_Teacher_Rating_For_Group_Works
594,Rajesh Kapoor,Yes,Yes,61.17,69.34,73.36,"['Rugby', 'Volleyball']",Dancing,No,Male,"Verma, Priya, Neha",Science,Yes,3.9
595,Rohan Kapoor,No,No,73.27,69,55.96,['Volleyball'],Cooking,Yes,Male,"Gaurav, Singh, Patel",Art,No,3.9
596,Shreya Rao,Yes,Yes,70.67,84.26,61.34,['Swimming'],Playing guitar,No,Male,"Mehta, Fernando",History,No,3.2
597,Amara Raj,No,No,69.5,65.14,53.03,"['Tennis', 'Rugby']",Dancing,No,Female,Dasun,Science,No,4.3
598,Mithun Singh,No,No,69.09,76.44,50.85,"['Football', 'Tennis']",Photography,Yes,Male,"Rao, Amara, Aakash",History,No,4.1
599,Vinay Verma,No,Yes,72.41,77.61,64.05,['Rugby'],Writing,Yes,Male,"Verma, Mohit, Sharma",English,No,4.6
600,Naveen Das,Yes,Yes,68.29,71.9,55.05,"['Cricket', 'Tennis']",Music,Yes,Female,"Anil, Mehta",English,Yes,3.7
601,Neha Mehta,No,Yes,72.66,71.31,57.87,['Tennis'],Dancing,Yes,Female,"Patel, Patel, Kapoor",English,Yes,2.9
602,Mohit Sharma,No,Yes,57.9,72.14,64.8,['Netball'],Dancing,No,Male,"Perera, Ariyarathna, Raj",Art,Yes,4.4
603,Amara Sharma,No,No,71.86,82.33,54.69,"['Basketball', 'Rugby']",Cooking,No,Male,"Rahul, Vikram, Sanjana",Maths,Yes,3.8
604,Mithun Perera,Yes,No,70.2,75.8,52.99,"['Basketball', 'Netball']",Painting,Yes,Female,"Sneha, Kunal",English,No,3.7
605,Anil Raj,No,Yes,63.06,83.85,55.24,"['Netball', 'Tennis']",Reading,Yes,Female,Raj,Art,No,3.2
606,Vikas Kaur,No,Yes,63,80.72,63.41,"['Volleyball', 'Swimming']",Photography,No,Female,"Rohan, Kavya",Science,Yes,4.7
607,Rohit Rana,Yes,Yes,52.98,83.09,50.6,['Cricket'],Music,No,Male,"Mehta, Singh, Perera",English,No,2.6
608,Sanjana Mehta,Yes,No,68.63,76.7,68.77,"['Netball', 'Swimming']",Cooking,Yes,Male,"Aakash, Kapoor",History,Yes,4.9
609,Mithun Mehta,No,Yes,50.91,68.75,59.13,['Swimming'],Writing,Yes,Female,"Sharma, Mehta",Science,Yes,4.9
610,Anushka Patel,Yes,No,55.09,79.7,56.27,"['Tennis', 'Netball']",Photography,No,Female,"Mohit, Kaur, Raj",Maths,Yes,3.4
611,Kavya Sharma,No,No,74.28,79.21,62.71,"['Volleyball', 'Basketball']",Cooking,Yes,Male,"Sharma, Rahul, Sanjana",History,Yes,3.6
612,Gaurav Kapoor,No,Yes,57.5,81.61,70.45,['Tennis'],Writing,No,Male,Vikas,Maths,No,3.4
613,Riya Singh,No,Yes,53.93,67.46,50.85,"['Cricket', 'Basketball']",Cooking,Yes,Male,"Amara, Vikram",Maths,No,3.2
614,Vinay Nair,No,Yes,54.37,84.1,69.9,"['Volleyball', 'Swimming']",Photography,Yes,Male,"Raj, Arjun, Patel",Art,Yes,4.2
615,Aakash Raj,Yes,No,59.64,78.01,54.85,['Basketball'],Playing guitar,No,Male,Anjali,History,No,2.5
616,Nalini Mehta,No,No,58.04,82.31,60.59,['Football'],Playing guitar,Yes,Male,Kunal,Science,No,2.8
617,Gaurav Mehta,No,Yes,69.21,69.31,53.69,['Cricket'],Gardening,Yes,Male,Singh,English,Yes,4.6
618,Riya Verma,Yes,No,61.43,73.49,61.35,['Rugby'],Music,No,Female,Verma,English,No,3.7
619,Karan Sharma,Yes,Yes,53.4,69.29,64.97,['Swimming'],Reading,No,Male,"Singh, Singh",Maths,No,4.9
620,Shreya Singh,No,Yes,66.26,78.16,61.96,"['Tennis', 'Netball']",Cooking,Yes,Male,"Sanjana, Verma, Desai",Science,No,4.2
621,Sunil Das,No,No,60.84,66.04,55.58,['Swimming'],Reading,Yes,Female,Kasun,Science,No,4.7
622,Vikas Das,Yes,No,72.83,80.06,51.14,"['Netball', 'Football']",Writing,No,Male,"Riya, Sejal, Nimesh",History,No,4.7
623,Kunal Mehta,No,Yes,63.39,82.29,64.9,"['Cricket', 'Basketball']",Painting,Yes,Male,"Aman, Reena",English,No,3.9
624,Nalini Patel,Yes,No,64.2,83.32,63.6,['Basketball'],Photography,Yes,Male,"Kavita, Patel, Nimesh",Art,No,4
625,Sanjana Mehta,No,Yes,68.31,74.01,56.01,"['Cricket', 'Swimming']",Music,Yes,Male,Rhea,Art,No,3.2
626,Reena Mehta,Yes,No,56.94,72.43,61.79,"['Netball', 'Cricket']",Gardening,Yes,Male,"Neha, Sharma, Anushka",Science,Yes,4.5
627,Vinay Desai,No,No,61.43,77.79,57.07,"['Swimming', 'Netball']",Cooking,Yes,Female,Dasun,History,Yes,3.8
628,Gaurav Mehta,No,No,52.76,81.92,64.87,"['Rugby', 'Netball']",Gardening,Yes,Male,"Kapoor, Sharma",History,No,3.2
629,Anil Gamage,Yes,No,73.88,77.48,53.54,['Swimming'],Writing,No,Male,"Rohan, Nimesh",English,Yes,4.3
630,Manish Singh,No,Yes,58.39,65.81,65.72,"['Netball', 'Volleyball']",Dancing,Yes,Female,"Kavya, Kunal",Maths,Yes,4.2
631,Vinay Patel,No,Yes,74.47,74.37,60.13,['Rugby'],Music,Yes,Female,"Rohit, Perera, Shruti",Science,No,2.8
632,Gaurav Fernando,No,Yes,50.74,74.86,66.89,"['Rugby', 'Netball']",Reading,Yes,Female,"Vikram, Amara",Science,Yes,3.3
633,Sejal Kapoor,No,Yes,71.56,74.5,74.03,['Tennis'],Writing,No,Female,"Desai, Gaurav",History,No,2.5
634,Vikas Das,Yes,Yes,68.98,79.29,51.31,['Basketball'],Dancing,Yes,Female,"Singh, Singh, Priya",History,No,2.6
635,Kavita Sharma,Yes,Yes,55.93,70.81,55.48,"['Swimming', 'Cricket']",Playing guitar,No,Male,Vikas,Maths,Yes,4.2
636,Neha Mehta,No,No,57.53,70.84,56.88,"['Tennis', 'Cricket']",Photography,Yes,Female,"Ariyarathna, Vikram, Kapoor",Science,No,4.1
637,Sanjana Rao,No,Yes,67.4,79.26,58.53,['Tennis'],Music,No,Male,"Kularatne, Patel, Shruti",History,No,3.7
638,Aakash Kularatne,No,No,52.77,84.95,50.2,"['Swimming', 'Basketball']",Writing,Yes,Female,"Rana, Rahul",Science,Yes,4.2
639,Amara Ariyarathna,Yes,No,67.79,73.73,67.51,"['Basketball', 'Netball']",Painting,Yes,Female,"Rohan, Raj",History,Yes,3.6
640,Anil Mehta,No,No,67.33,69.2,73.17,['Rugby'],Painting,Yes,Male,"Gaurav, Dasun, Priyanka",Maths,No,4.3
641,Vinay Kapoor,Yes,Yes,67.32,80.28,74.87,['Football'],Gardening,Yes,Female,"Mehta, Mehta, Kapoor",Art,Yes,3.2
642,Neha Sharma,Yes,No,56.39,79.73,72.31,"['Football', 'Volleyball']",Painting,Yes,Male,"Mehta, Raj",Maths,No,2.6
643,Mithun Silva,Yes,Yes,56.09,65.23,55.65,['Swimming'],Playing guitar,Yes,Male,Patel,English,Yes,2.8
644,Dev Raj,No,Yes,71.54,82.47,66.1,['Cricket'],Playing guitar,No,Female,"Aman, Priyanka, Rana",Art,No,4.4
645,Naveen Desai,Yes,Yes,57.81,72.43,53.57,['Swimming'],Gardening,No,Male,"Shruti, Arjun, Das",English,Yes,5
646,Ananya Patel,Yes,Yes,57.08,77.97,60.07,"['Rugby', 'Netball']",Cooking,Yes,Male,"Rahul, Raj, Sharma",Science,Yes,2.8
647,Anushka Gamage,Yes,No,52.61,78.6,64.21,"['Rugby', 'Tennis']",Gardening,Yes,Male,"Mehta, Anushka",Maths,No,4.5
648,Priyanka Mehta,No,Yes,65.01,80.79,60.84,"['Netball', 'Swimming']",Painting,No,Male,"Sejal, Anushka, Rajesh",Science,Yes,4
649,Rajesh Patel,No,No,65.78,68.2,73.32,"['Cricket', 'Football']",Gardening,No,Male,Patel,Science,No,3.7
650,Rhea Kaur,Yes,Yes,60.31,82.94,72.25,"['Swimming', 'Basketball']",Photography,No,Male,"Dev, Verma, Anjali",Art,No,5
651,Nimesh Singh,Yes,No,55.07,82.32,54.79,"['Rugby', 'Basketball']",Gardening,Yes,Female,Kasun,History,No,3
652,Mithun Desai,Yes,Yes,68.66,67.86,50.01,"['Cricket', 'Volleyball']",Music,No,Male,Patel,English,Yes,4.7
653,Kavita Desai,No,Yes,61.3,76.93,56.39,['Volleyball'],Painting,Yes,Female,"Mehta, Aditya",English,No,3
654,Mohit Raj,No,Yes,63.81,77.48,59.33,"['Football', 'Netball']",Playing guitar,No,Male,Rohan,Maths,Yes,3.8
655,Sanjana Ariyarathna,Yes,Yes,60.67,66.99,58.88,['Rugby'],Playing guitar,Yes,Male,Mehta,History,No,3.5
656,Manish Ariyarathna,No,Yes,74.72,65.39,58.9,['Netball'],Cooking,Yes,Female,"Dev, Verma, Arjun",Science,Yes,4.9
657,Aditya Raj,No,Yes,64.14,71.81,61.47,"['Rugby', 'Football']",Cooking,No,Male,"Rana, Rahul, Raj",Maths,No,4
658,Anil Patel,Yes,Yes,61.47,77.22,60.53,"['Basketball', 'Tennis']",Gardening,No,Male,Kapoor,Maths,No,3.2
659,Reena Fernando,Yes,Yes,50.57,75.91,60.91,"['Swimming', 'Tennis']",Music,No,Female,Singh,History,No,2.5
660,Aman Rao,Yes,No,65.98,80.7,73.07,['Rugby'],Painting,Yes,Female,"Das, Karan, Raj",Science,Yes,4.7
661,Mithun Patel,Yes,Yes,64.78,69.16,65.41,['Swimming'],Gardening,Yes,Female,"Verma, Priyanka",Art,Yes,2.9
662,Mithun Das,Yes,Yes,66.12,65.36,72.4,['Football'],Photography,Yes,Male,"Rohit, Desai",History,Yes,4.6
663,Simran Kapoor,Yes,No,55.95,78.47,52.01,['Rugby'],Playing guitar,Yes,Female,"Fernando, Naveen",Science,No,4.1
664,Rahul Nair,Yes,No,61.8,78.13,72.19,['Cricket'],Music,No,Female,"Sharma, Mehta",History,No,4.9
665,Ananya Rana,No,Yes,71.75,66.37,53.07,"['Volleyball', 'Rugby']",Music,No,Male,Aditya,English,Yes,2.9
666,Priyanka Desai,Yes,Yes,71.79,84.24,57.08,['Rugby'],Gardening,Yes,Male,Shruti,History,Yes,2.8
667,Reena Fernando,Yes,Yes,65.48,76.69,51.03,['Netball'],Writing,Yes,Female,Kavita,English,Yes,2.7
668,Arun Verma,Yes,Yes,61.77,79.15,57.07,['Rugby'],Gardening,No,Male,Rana,Art,No,3.3
669,Kavya Mehta,No,No,60,73.46,53.13,['Tennis'],Cooking,Yes,Female,Sharma,Maths,Yes,2.7
670,Rhea Kapoor,No,Yes,67.38,65.07,50.71,['Rugby'],Cooking,No,Male,"Singh, Reena, Vikas",Maths,Yes,2.7
671,Vikram Silva,Yes,Yes,74.49,80.03,70.99,['Netball'],Dancing,Yes,Male,Gamage,History,Yes,3.5
672,Riya Mehta,Yes,No,71.19,69.47,62.92,['Tennis'],Photography,Yes,Female,"Dev, Gamage, Sharma",Art,No,4.2
673,Rhea Mehta,Yes,No,63.8,78.75,71.6,"['Rugby', 'Swimming']",Writing,No,Male,"Raj, Kasun",Maths,Yes,3.6
674,Rohan Desai,No,Yes,55.21,74.89,52.8,['Volleyball'],Painting,No,Female,Desai,Art,Yes,3.7
675,Priyanka Nair,No,Yes,50.49,78.11,72.41,['Swimming'],Gardening,Yes,Male,"Das, Singh",English,Yes,3.9
676,Vinay Mehta,No,Yes,57.99,72.36,69.9,"['Basketball', 'Swimming']",Gardening,Yes,Male,"Desai, Verma, Mehta",History,Yes,4.5
677,Amara Singh,No,No,71.04,67.01,50.43,['Swimming'],Gardening,Yes,Female,"Rhea, Gaurav, Riya",Art,Yes,2.9
678,Dev Patel,Yes,No,72.08,68.12,74.6,['Basketball'],Gardening,Yes,Male,"Aakash, Das",Art,No,3.1
679,Sejal Kapoor,No,No,71.33,71.83,53.43,"['Football', 'Basketball']",Photography,Yes,Male,"Kapoor, Sanjana",Art,Yes,4.1
680,Pooja Raj,Yes,Yes,62.17,68.77,52.41,"['Volleyball', 'Football']",Writing,No,Female,"Patel, Vikram",History,No,4.9
681,Priyanka Verma,No,Yes,58.2,65.59,60.55,"['Tennis', 'Football']",Dancing,No,Female,Kavita,Maths,Yes,4.2
682,Amara Ariyarathna,Yes,Yes,72.43,74.57,68.74,['Volleyball'],Cooking,Yes,Male,"Singh, Perera",Maths,No,3.8
683,Neha Desai,No,No,63.5,70.6,63.98,['Volleyball'],Reading,No,Male,"Rao, Aakash, Nair",Maths,Yes,4.8
684,Vikas Nair,Yes,No,51.77,71.65,71.1,"['Basketball', 'Volleyball']",Playing guitar,Yes,Male,"Sunil, Silva, Mehta",Maths,Yes,3.6
685,Priyanka Desai,No,No,52.46,69.63,59.51,"['Tennis', 'Rugby']",Painting,No,Male,"Rhea, Dasun",English,No,3
686,Rhea Das,Yes,Yes,71.92,65.78,65.53,"['Basketball', 'Volleyball']",Playing guitar,Yes,Male,Sharma,History,Yes,3.7
687,Neha Mehta,Yes,Yes,58.88,70.69,71.04,['Volleyball'],Painting,Yes,Female,"Vinay, Raj",Maths,Yes,3.2
688,Sanjana Singh,No,No,67.01,81.23,72.27,"['Rugby', 'Volleyball']",Gardening,No,Female,"Kularatne, Anjali, Verma",Maths,No,3.3
689,Reena Raj,Yes,Yes,57.72,77.02,55.64,['Basketball'],Cooking,No,Female,Kapoor,Science,Yes,2.8
690,Kavita Verma,No,No,63.48,74.03,60.71,"['Swimming', 'Volleyball']",Playing guitar,Yes,Female,"Anushka, Raj",Art,No,4.9
691,Shruti Rao,No,No,68.27,77.41,52.13,"['Cricket', 'Football']",Reading,No,Male,"Rohan, Ariyarathna",Art,No,4.9
692,Vikas Kapoor,Yes,Yes,72.09,70.91,74.7,['Basketball'],Playing guitar,Yes,Female,"Aditya, Raj",History,Yes,3.1
693,Simran Sharma,No,No,53.01,83.43,61.4,['Cricket'],Painting,No,Female,Rao,English,No,3.1
694,Aakash Fernando,No,Yes,74.34,79.4,63.91,['Football'],Photography,Yes,Female,"Sharma, Nimesh, Vikram",History,No,2.6
695,Priyanka Das,No,Yes,52.95,84.26,65.23,['Tennis'],Reading,No,Male,Kunal,Science,Yes,3.2
696,Priyanka Rana,No,Yes,64.4,72.95,68.9,['Volleyball'],Music,Yes,Male,Singh,English,No,3.1
697,Sanjana Patel,No,Yes,68.32,71.47,53.4,['Swimming'],Painting,Yes,Male,Neha,Maths,No,4.8
698,Kavya Verma,No,Yes,67.25,73.47,74.25,['Swimming'],Dancing,No,Female,"Rohan, Vikas",English,No,2.8
699,Sunil Rana,Yes,Yes,67.92,71.15,65.82,['Swimming'],Gardening,Yes,Female,Pooja,Science,No,2.8
700,Rohit Singh,No,Yes,74.01,67.32,56.41,"['Rugby', 'Volleyball']",Music,Yes,Female,"Kavita, Pooja, Mehta",Maths,Yes,4.3
701,Neha Patel,Yes,Yes,59.98,70.15,65.27,"['Basketball', 'Tennis']",Music,Yes,Male,"Patel, Neha, Sharma",English,No,3.6
702,Reena Mehta,Yes,Yes,64.82,79.77,63.92,['Football'],Reading,No,Female,"Verma, Priya",English,Yes,3.9
703,Simran Desai,Yes,No,61.76,78.31,71.52,['Basketball'],Reading,No,Male,"Raj, Raj, Patel",Art,Yes,4.7
704,Pooja Singh,No,No,64.43,82.98,73.23,['Volleyball'],Painting,Yes,Male,"Arjun, Mehta, Rhea",Science,No,4.4
705,Nimesh Fernando,No,Yes,61.81,66.11,59.91,"['Basketball', 'Rugby']",Dancing,Yes,Female,"Desai, Vikas",History,Yes,3.4
706,Rajesh Raj,No,No,52.85,75.23,64.84,"['Netball', 'Basketball']",Music,No,Male,Sneha,English,Yes,3.7
707,Kavita Perera,Yes,Yes,67.1,66.85,58.87,"['Cricket', 'Swimming']",Cooking,No,Male,Nair,Art,Yes,3.1
708,Kavita Desai,No,No,59.76,78.29,72.87,['Cricket'],Writing,Yes,Male,"Sanjana, Kasun, Ariyarathna",Maths,Yes,3.8
709,Mithun Sharma,Yes,Yes,66.34,84.56,59.43,"['Rugby', 'Tennis']",Music,No,Female,"Simran, Patel",Science,Yes,4.3
710,Priyanka Mehta,No,Yes,63.63,82.1,68.7,"['Swimming', 'Basketball']",Playing guitar,Yes,Female,"Verma, Amara, Rao",English,Yes,4.8
711,Reena Patel,No,Yes,52.07,80.65,67.99,"['Tennis', 'Cricket']",Gardening,Yes,Male,Sejal,History,Yes,3.7
712,Riya Desai,Yes,Yes,69.87,78.94,64.32,['Football'],Reading,No,Male,"Rohan, Rana, Ariyarathna",English,No,4.8
713,Rahul Patel,Yes,No,74.25,69.59,54.32,"['Cricket', 'Swimming']",Reading,No,Female,Singh,History,No,4.1
714,Dasun Singh,No,No,59.1,74.09,62.03,['Tennis'],Playing guitar,No,Male,Gamage,Science,Yes,2.8
715,Rohan Perera,No,Yes,73.07,73.94,60.65,"['Swimming', 'Cricket']",Playing guitar,No,Male,"Riya, Naveen, Kasun",Maths,No,4.9
716,Mithun Mehta,No,No,55.48,80.24,50.64,"['Swimming', 'Netball']",Music,No,Female,Raj,Science,No,3.7
717,Shruti Raj,No,No,71.29,75.3,74.67,"['Netball', 'Cricket']",Playing guitar,No,Female,"Mehta, Vinay, Raj",Art,Yes,4.9
718,Ananya Kapoor,No,Yes,53.46,80.99,63.74,['Rugby'],Music,No,Female,"Rajesh, Sharma",History,No,4.2
719,Rhea Patel,No,Yes,73.74,70.05,71.67,"['Volleyball', 'Cricket']",Photography,No,Male,Mehta,Science,Yes,4.4
720,Nimesh Mehta,No,No,67.95,81.68,66.83,"['Volleyball', 'Rugby']",Cooking,Yes,Male,"Rohit, Patel, Fernando",Science,No,4.7
721,Rohit Rao,No,Yes,51.97,74.89,65.74,"['Basketball', 'Volleyball']",Cooking,Yes,Female,"Kapoor, Perera",Maths,No,3.4
722,Nalini Kapoor,Yes,No,66.45,78.69,65.86,['Cricket'],Dancing,Yes,Female,"Singh, Simran, Naveen",History,Yes,4.9
723,Aakash Verma,Yes,Yes,57.84,68.97,61.45,['Cricket'],Reading,No,Female,"Sanjana, Gamage, Desai",Science,Yes,3.6
724,Naveen Perera,No,No,50.56,67.41,61.28,['Netball'],Cooking,No,Male,"Patel, Simran, Sharma",Art,No,2.6
725,Sunil Perera,Yes,No,53.81,72.93,55.25,['Football'],Painting,No,Female,Raj,Maths,No,2.9
726,Gaurav Verma,Yes,Yes,61.63,78.41,58.93,"['Tennis', 'Cricket']",Reading,No,Female,"Ananya, Priyanka, Das",Maths,No,4.3
727,Simran Sharma,Yes,Yes,68.81,72.41,50.04,"['Tennis', 'Swimming']",Cooking,No,Male,"Mehta, Mehta, Raj",Maths,Yes,4.1
728,Sejal Singh,Yes,No,61.99,68.04,74.38,"['Rugby', 'Volleyball']",Photography,No,Male,Rohit,Science,No,3.3
729,Priyanka Singh,Yes,Yes,74.08,68.75,60.13,['Basketball'],Writing,No,Male,"Singh, Mohit",Maths,Yes,4
730,Mithun Sharma,No,No,59.98,77.83,66.64,['Swimming'],Music,No,Female,"Nair, Patel, Simran",History,Yes,4.4
731,Arun Desai,Yes,No,62.93,77.22,71.42,"['Netball', 'Football']",Writing,No,Female,"Verma, Patel, Karan",Maths,No,2.5
732,Riya Kaur,Yes,No,62.48,65.02,52.09,['Swimming'],Dancing,Yes,Female,"Vikas, Dev, Nalini",History,No,2.7
733,Rajesh Patel,No,No,56.67,78.2,65.59,['Rugby'],Reading,Yes,Male,"Nair, Aditya",Science,No,2.9
734,Priyanka Verma,No,No,58.46,74.85,72.06,['Netball'],Photography,No,Female,"Perera, Sanjana, Vikas",History,No,2.9
735,Rohan Sharma,Yes,No,54.75,76.57,55.07,"['Rugby', 'Swimming']",Playing guitar,Yes,Male,"Patel, Riya, Shreya",History,Yes,2.7
736,Anjali Kularatne,Yes,No,55.62,76.53,67.47,"['Cricket', 'Tennis']",Gardening,No,Male,Verma,History,No,3.9
737,Anushka Kapoor,No,Yes,55.99,83.48,52.06,"['Rugby', 'Swimming']",Music,No,Male,"Karan, Rohan, Priyanka",Science,Yes,2.7
738,Shreya Patel,Yes,No,62.53,68.91,74.64,['Swimming'],Playing guitar,Yes,Female,Nalini,English,Yes,3.6
739,Kavya Desai,Yes,Yes,57.7,70.03,53.37,['Tennis'],Painting,No,Male,"Rao, Shreya",Maths,Yes,3.2
740,Anushka Mehta,Yes,No,64.36,67.85,72.97,['Swimming'],Gardening,No,Female,"Fernando, Priyanka, Kapoor",Science,No,4
741,Aditya Sharma,No,Yes,62.72,73.63,59.53,['Netball'],Dancing,No,Male,"Raj, Raj, Karan",Art,Yes,4.4
742,Nalini Desai,No,Yes,73.95,84.82,52.88,['Football'],Music,Yes,Male,"Patel, Mehta",Art,No,3
743,Sanjana Mehta,Yes,No,58.19,75.25,53.44,['Tennis'],Dancing,Yes,Female,Patel,Art,No,4.3
744,Rohan Sharma,Yes,Yes,72.52,72.59,63.42,"['Rugby', 'Football']",Gardening,Yes,Male,"Patel, Sanjana",Science,No,3.9
745,Vikram Singh,Yes,No,59.88,73.33,53.89,"['Football', 'Netball']",Playing guitar,No,Male,"Rohan, Priyanka",Science,Yes,3
746,Vinay Mehta,Yes,No,73.71,81.81,71.55,"['Tennis', 'Basketball']",Photography,No,Male,"Silva, Kunal",Maths,No,3.5
747,Rohit Mehta,Yes,Yes,55.93,83.35,67.36,"['Netball', 'Cricket']",Music,No,Female,"Priyanka, Patel",English,No,4.2
748,Anil Patel,Yes,Yes,63.61,78.94,58.52,"['Basketball', 'Football']",Cooking,Yes,Male,Kularatne,Maths,Yes,3.5
749,Dev Sharma,Yes,No,59.47,67.08,73.54,"['Volleyball', 'Netball']",Photography,Yes,Male,"Nalini, Anushka",History,Yes,4.6
750,Priyanka Sharma,No,Yes,54.33,68.54,72.04,['Swimming'],Playing guitar,Yes,Female,"Mehta, Perera",Art,Yes,3.9
751,Vinay Desai,No,Yes,67.12,72.48,52.29,['Swimming'],Music,No,Female,"Pooja, Kaur",English,No,4.9
752,Rhea Patel,No,Yes,67.6,71.22,69.37,"['Tennis', 'Volleyball']",Playing guitar,No,Male,Ariyarathna,Art,No,2.8
753,Reena Mehta,Yes,Yes,73.76,83.75,59.14,"['Tennis', 'Swimming']",Reading,Yes,Male,"Kavita, Rana, Mehta",English,No,3.9
754,Anjali Rana,No,Yes,73.48,78.35,69.75,"['Cricket', 'Rugby']",Writing,Yes,Female,"Mohit, Rajesh, Sharma",Maths,Yes,3.7
755,Karan Das,No,Yes,58.26,71.09,70.96,['Netball'],Photography,No,Female,Singh,History,Yes,2.6
756,Arun Singh,No,No,58.27,84.74,73.34,['Netball'],Dancing,No,Male,Kunal,Maths,Yes,3.1
757,Ananya Rana,Yes,Yes,62.02,76.71,60.03,['Basketball'],Cooking,No,Male,"Singh, Kunal, Raj",Maths,No,4.1
758,Rajesh Singh,No,Yes,51.92,71.42,71.79,"['Rugby', 'Netball']",Gardening,No,Female,Mehta,English,No,3.2
759,Priyanka Kapoor,Yes,Yes,62.08,76.86,50.43,"['Cricket', 'Tennis']",Painting,No,Male,Priya,History,No,4.7
760,Ananya Verma,Yes,Yes,66.57,72.33,57.05,"['Basketball', 'Football']",Music,Yes,Male,Kasun,Science,No,4.4
761,Anushka Sharma,No,Yes,70.76,79.18,74.35,"['Cricket', 'Swimming']",Dancing,No,Male,"Pooja, Gaurav, Patel",English,Yes,4.2
762,Shruti Sharma,No,No,64.02,80.79,74,"['Football', 'Netball']",Music,Yes,Male,Verma,Art,Yes,3.1
763,Anil Desai,Yes,Yes,66.59,78.77,66.23,['Netball'],Cooking,Yes,Female,"Perera, Anil, Kasun",Art,Yes,2.7
764,Anjali Desai,No,Yes,62.93,73.61,61.73,"['Basketball', 'Swimming']",Photography,Yes,Female,Aakash,Science,Yes,4.9
765,Aman Patel,Yes,No,51.34,80.46,68.1,"['Swimming', 'Basketball']",Painting,Yes,Male,"Gaurav, Patel, Rohan",Science,No,3.1
766,Rahul Kapoor,Yes,Yes,55.83,77.99,62.37,"['Tennis', 'Swimming']",Reading,Yes,Male,Sharma,Science,No,4.6
767,Sanjana Ariyarathna,No,Yes,68.3,83.55,73.51,"['Cricket', 'Swimming']",Playing guitar,Yes,Female,"Kularatne, Aman",Maths,Yes,4.6
768,Rajesh Sharma,Yes,Yes,60.01,84.31,53.82,"['Basketball', 'Volleyball']",Gardening,Yes,Male,"Mehta, Nimesh, Raj",Science,No,4.3
769,Vinay Verma,Yes,No,63.48,71.27,62.76,"['Volleyball', 'Basketball']",Cooking,No,Female,Singh,Art,No,4.7
770,Kavita Patel,No,Yes,59.53,81.33,51.26,['Football'],Painting,No,Male,"Patel, Nalini",History,No,3.9
771,Gaurav Kapoor,No,No,59.68,80.2,55.9,"['Basketball', 'Volleyball']",Playing guitar,No,Female,"Rajesh, Shreya, Perera",English,Yes,4
772,Simran Desai,No,Yes,70.17,80.32,58.32,['Volleyball'],Cooking,Yes,Male,"Singh, Rohit, Kapoor",English,Yes,3.3
773,Mithun Desai,No,No,55.69,80.74,65.96,"['Rugby', 'Football']",Playing guitar,Yes,Female,"Kapoor, Sejal, Aditya",Maths,No,4.8
774,Vikas Rana,Yes,No,67.38,68.5,60.68,"['Swimming', 'Netball']",Writing,Yes,Male,"Desai, Mohit, Reena",Science,No,4.6
775,Gaurav Ariyarathna,Yes,No,62.67,73.73,55.54,['Football'],Reading,No,Male,"Rohan, Sanjana",Science,Yes,3.9
776,Aditya Nair,Yes,Yes,66.72,72.66,60.32,['Netball'],Playing guitar,Yes,Male,"Verma, Sunil, Singh",Maths,No,3.4
777,Vikas Mehta,No,No,71.08,66.71,52.72,"['Swimming', 'Rugby']",Music,No,Female,"Sneha, Raj",Maths,Yes,3.6
778,Priyanka Mehta,No,No,68.97,69.46,67.33,['Volleyball'],Reading,No,Female,Kaur,Science,No,3.6
779,Mithun Desai,No,Yes,71.93,74.34,62.48,['Football'],Writing,Yes,Male,Singh,History,Yes,5
780,Amara Patel,Yes,Yes,56.02,84.96,67.37,['Rugby'],Reading,Yes,Male,Singh,Science,No,4.3
781,Anjali Sharma,No,No,51.87,68.99,61.84,['Rugby'],Playing guitar,Yes,Male,"Rohan, Singh, Gaurav",Science,Yes,4.4
782,Sanjana Raj,Yes,Yes,51.78,77.1,74.9,"['Cricket', 'Basketball']",Music,Yes,Male,"Silva, Desai",Art,No,3.7
783,Kunal Desai,Yes,Yes,74.14,75.88,68.05,['Football'],Music,No,Male,"Aakash, Nimesh, Kapoor",Art,No,4.7
784,Priyanka Verma,No,Yes,67.48,73.93,61.93,"['Swimming', 'Tennis']",Photography,No,Male,Aditya,History,No,4.7
785,Sejal Patel,Yes,No,71.09,67.32,60.54,['Swimming'],Cooking,No,Female,"Sanjana, Kapoor, Patel",Science,No,4.9
786,Sneha Mehta,Yes,Yes,74.29,77.37,57.33,"['Basketball', 'Football']",Photography,No,Female,"Raj, Rhea, Vikas",History,No,4.6
787,Rohit Singh,No,Yes,61.53,79.24,53.16,"['Tennis', 'Volleyball']",Gardening,No,Male,"Arun, Karan, Mohit",Maths,Yes,4.8
788,Arjun Nair,Yes,No,50.62,75.2,62.85,"['Swimming', 'Volleyball']",Playing guitar,No,Male,"Mithun, Kapoor",Science,Yes,3.6
789,Sejal Kularatne,No,No,74.47,69.51,60.75,"['Cricket', 'Rugby']",Music,No,Male,Sharma,Science,No,4.9
